S.no.,Start Date,Bookeeper Start Date,Estimated Days,Output Date,TAT,Urgent,Month,Client Reference,Responsible User,File Name,Company No.,Company UTR,File Source,Status,File Allocated to,Bookeeper,Reviewer,File Type,Period,Accountancy Fees,CS Fee,Company closure fess,Payroll Fees,PAYE Registration Fees,Company Strike off fees,Company compliances(Dormant)+Registered Office,Personal Tax fees,Adding SIC Code fees,Incorporation Fee,Adding director Fee,SA Fee,VAT Registration,Business plan,Total Fee,Work Done,No. of Bank Accounts,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Total Bank entries,No. of transactions (others),Total entries,Preparing Sales list,No. of sale invoices,No. of PINs ,No. of Wages,Bank received in,PINs given start date,PINs given done date,Time Taken( hrs),Notes,Fees
599,3 June 2025,3 June 2025,,9 June 2025,6,,06/2025,,Gamze,3EMI Consulting Ltd,13408117,5820118955,Google Chats,Under Review- India,Sahil,Sahil,,QB,01/04/2024 - 31/03/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1009.00,Year End Account ,2,25,28,0,0,0,0,53,15,68,0,3,12,0,CSV,,,,,
600,3 June 2025,4 June 2025,,9 June 2025,6,,06/2025,,Gamze,Demiralp MMS Consultancy Ltd,11739791,9122221949,Allocation group,Under Review- India,Sahil,Abhay,,VT,01/04/2024 - 31/03/2025,780.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.00,Enter missing invoices,,,,,,,,0,57,57, ,0,57,0,,,,,,
601,4 June 2025,4 June 2025,,5 June 2025,1,,06/2025,,Gamze,Baris Akdogan Architecture Ltd,12205403,3237112742,Allocation group,Completed,Sahil,Sahil,,QF,01/06/2024 - 31/05/2025,1080.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.00,Year End Account ,1,343,0,0,0,0,0,343,61,404,0,10,39,12,CSV,,,,,
602,4 June 2025,4 June 2025,,6 June 2025,2,,06/2025,,Darshana,GBM Consultants ltd,11792412,5574016240,Google Chats,Completed,Anamika,Anamika,,VT,01/02/2025 - 30/04/2025,473.40,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.40,VAT,1,247,,,,,,247,16,,,13,,3,CSV,,,,,
603,5 June 2025,5 June 2025,1,5 June 2025,0,,06/2025,B195/BB,Burcin,Balimm Limited,9474398,5720323562,Allocation group,Under Review- UK,Momin,Momin,,VT,01/04/2024 - 31/03/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account ,1,510,0,0,0,0,0,510,21,531,0,0,18,3,PDF,,,,,
604,5 June 2025,5 June 2025,,11 June 2025,6,,06/2025,,Hilal,Knife Catering Service Ltd,12010972,9503429944,Allocation group,Queries sent to CA,Abhay,Abhay,Sahil,VT,01/04/2024 - 31/03/2025,900.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.00,Year End Account ,1,90,0,0,0,0,0,90,129,219,Prepared sales list,50,67,12,CSV,,,,,
605,6 June 2025,6 June 2025,1,7 June 2025,1,,06/2025,N053/NS/BB,Burcin,Neo Me Nutrition Limited,11727314,2963626476,Google Chats,Under Review- UK,Momin,Momin,,VT,01/05/2024 - 30/04/2025,780.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.00,Year End Account ,3,340,31,47,0,0,0,418,29,447,Prepared sales list,15,2,12,CSV,,,,,
606,5 June 2025,5 June 2025,0.5,6 June 2025,1,Yes,06/2025,,Jaleh,Charlotte Lilford Ltd.,9561025,,CA-Mail,Completed,Raghav,Raghav,,VT,01/02/2025 - 30/04/2025,Not found (Jaleh's client),,,,,,,,,,0.0,0.0,0.0,0.0,0.00,VAT,1,87,0,0,0,0,0,87,16,103,,5,11,,PDF,,,,,
607,9 June 2025,9 June 2025,,9 June 2025,0,,06/2025,,Darshana,AURORA MEDIA CONSULTING LLP,OC441753,6796268920,Google Chats,Completed,Anamika,Anamika,,QB,01/04/2024 - 14/05/2025,1159.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.20,Year End Account ,7,48,2,7,4,7,0,68,0,68,,,,,,,,,,
608,9 June 2025,10 June 2025,1,10 June 2025,1,,06/2025,P094/ANK/HK,Burcin,Polka Consulting Ltd,12476860,5607405740,Allocation group,Under Review- UK,Momin,Momin,,VT,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account ,1,121,0,0,0,0,0,121,27,148,0,0,12,15,PDF,,,,,
609,9 June 2025,9 June 2025,1,10 June 2025,1,,06/2025,I069/ANK/IND/BB,Burcin,Ece Dinmez,N/A,N/A,Allocation group,Under Review- UK,Momin,Momin,,VT,06/05/2024 - 05/04/2025,Not found in Xero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Year End Account ,0,0,0,0,0,0,0,0,15,15,0,0,15,0,,,,,,
610,10 June 2025,10 June 2025,,11 June 2025,1,,06/2025,,Darshana,SKYLARK & WHIMSY LTD,13564457,1025825839,Google Chats,Completed,Anamika,Anamika,,VT,01/09/2023 - 31/08/2024,1605.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.60,Year End Account ,1,545,,,,,,,,,,,,,,,,,,
611,10 June 2025,,,23 July 2025,43,,06/2025,,Darshana,SHEH CONSTRUCTION LTD,10413480,3780704671,Task Sheet,Completed,Lehar,Lehar,,QB,01/11/2023 - 31/10/2024,2037.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.60,Year end finalisation,,,,,,,,,,,,,,,,,,,,
612,10 June 2025,,,15 July 2025,35,,06/2025,,Darshana,JO SLOANE (JS) LIMITED ,12265820,2181026697,Task Sheet,Completed,Lehar,Lehar,,QB,01/11/2023 - 31/10/2024,1425.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.60,Year end finalisation,,,,,,,,,,,,,,,,,,,,
613,10 June 2025,,,18 July 2025,38,,06/2025,,Darshana,HAMPTON WASTE MANAGEMENT LTD,11007667,5924826114,Task Sheet,Queries sent to CA,Lehar,Lehar,,Xero,01/11/2023 - 31/10/2024,1944.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.00,Year end finalisation,,,,,,,,,,,,,,,,,,,,
614,10 June 2025,,,8 August 2025,59,,06/2025,,Darshana,DELIVERY EXPRESS24 LTD,12989225,8436127241,Task Sheet,Completed,Lehar,Lehar,,VT,01/12/2023 - 30/11/2024,1994.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.40,Year end finalisation,,,,,,,,,,,,,,,,,,,,
615,10 June 2025,,,26 August 2025,77,,06/2025,,Darshana,Excellent Accessories Ltd,08796598,1819012973,Task Sheet,Completed,Lehar,Lehar,,VT,01/12/2023 - 30/11/2024,2253.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.60,Year end finalisation,,,,,,,,,,,,,,,,,,,,
616,10 June 2025,,,19 August 2025,70,,06/2025,,Darshana,ELEO CAPITAL LIMITED,14535510,3380718150,Task Sheet,Completed,Lehar,Lehar,,QB,01/01/2024 to 31/12/2024,1951.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.20,Year end finalisation,,,,,,,,,,,,,,,,,,,,
617,10 June 2025,,,,20 July 1774,,06/2025,,Darshana,BECON TECH LTD YE,13301823,7731916439,Task Sheet,On hold (Incomplete),Lehar,Lehar,,QB,01/01/2024 to 31/12/2024,1389.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.60,Year end finalisation,,,,,,,,,,,,,,,,,,,,
618,10 June 2025,,,,20 July 1774,,06/2025,,Darshana,TRIUR CONSTRUCTION UK LTD,13088793,8870823679,Task Sheet,Queries sent to CA,Lehar,Lehar,,VT,01/01/2024 to 31/12/2024,1788.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.00,Year end finalisation,,,,,,,,,,,,,,,,,,,,
619,11 June 2025,11 June 2025,,12 June 2025,1,,06/2025,,Gamze,Mylecturer Ltd,11674264,1308728705,Allocation group,Under Review- UK,Sahil,Sahil,,VT,01/04/2024 - 31/03/2025,780.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.00,Yaer End Account,1,373,0,0,0,0,0,373,45,418,Prepared sales list,12,21,12,CSV,,,,,
620,11 June 2025,11 June 2025,,19 June 2025,8,,06/2025,,Gamze,Bldtech- Consult Ltd,11825533,4693516939,Allocation group,Under Review- UK,Sahil,Vishal,,VT,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Yaer End Account,1,215,0,0,0,0,0,215,176,391,Prepared sales list,58,106,12,CSV,,,,,
621,11 June 2025,12 June 2025,1,13 June 2025,2,,06/2025,,Gamze,UBS Contract Management Limited,SC581674,4385424453,Allocation group,Under Review- UK,Sahil,Sahil,,QF,01/05/2024 - 30/04/2025,900.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.00,Yaer End Account,1,128,0,0,0,0,0,128,60,188,0,6,46,8,PDF,,,,,
622,11 June 2025,11 June 2025,1,12 June 2025,1,,06/2025,,Burcin,BRD Handyman Ltd,12372400,6553629695,Allocation group,Under Review- UK,Momin,Momin,,VT,01/11/2024 - 31/10/2025,No invoice,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00,Year End Account,1,372,0,0,0,0,0,372,9,381,0,0,7,2,PDF,,,,,
623,11 June 2025,13 June 2025,2,16 June 2025,5,,06/2025,M070/NS/BB,Burcin,Meta Artist Management & Consultancy Ltd,11023125,3390514163,Allocation group,Under Review- UK,Momin,Momin,,VT,01/04/2024 - 31/03/2025,720.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.00,Year End Account,1,185,0,0,0,0,0,185,125,310,Prepared sales list,30,83,12,CSV,,,,,
624,11 June 2025,11 June 2025,,17 June 2025,6,,06/2025,,Darshana,SAFE INTELLIGENCE LIMITED,13521100,1847821202,Google Chats,Completed,Anamika,Anamika,,QB,01/05/2025 - 31/05/2025,274.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.80,Bookkeeping,5,126,20,4,3,8,,161,,,,,93,,"CSV, PDF",,,,,
625,12 June 2025,12 June 2025,,16 June 2025,4,,06/2025,,Hilal,Flam Digital Ltd,12024689,8042920121,Allocation group,Queries sent to CA,Abhay,Abhay,Sahil,VT,01/05/2024 - 30/04/2025,780.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.00,Yaer End Account,1,145,0,0,0,0,0,145,45,190,Prepared sales list,6,37,2,CSV,,,,,
626,12 June 2025,12 June 2025,,12 June 2025,0,Yes,06/2025,,Darshana,Energy steel and pipeline supply,N/A,N/A,Google Chats,Completed,Anamika,Anamika,,VT,01/05/2024 -31/12/2025,Not found in Xero,,,,,,,,,,0.0,0.0,0.0,0.0,0.00,Yaer End Account,3,32,14,4,,,,50,,,,4,7,,PDF,,,,,
627,12 June 2025,23 June 2025,1,23 June 2025,11,,06/2025,,Darshana,PHADED LONDON LIMITED,12826806,6298825483,Task Sheet,Completed,Anamika,Anamika,,QB,01/03/2024 - 31/05/2025,4482.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4531.00,VAT,2,101,67,0,0,0,0,168,,,,,36,,,,,,,
628,12 June 2025,13 June 2025,0.5,13 June 2025,1,,06/2025,,Darshana,Social Optimisation Marketing Organisation Ltd,13537080,2646326589,Task Sheet,Completed,Anamika,Raghav,,Xero,01/03/2024 - 31/05/2025,2700.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.00,VAT,1,64,0,0,0,0,0,64,3,67,,0,3,0,CSV,,,,,
629,13 June 2025,16 June 2025,,17 June 2025,4,Yes,06/2025,N069/NS/BB,Burcin,Nuri Usta Kebap Ltd,12822766,4297116329,Allocation group,Under Review- UK,Momin,Vishal,,QB,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,116,0,0,0,0,0,116,196,312,0,68,116,12,PDF,,,,,
630,16 June 2025,17 June 2025,1,18 June 2025,2,,06/2025,W039/SC,Silan,White HQ Ltd.,12474310,2592424127,Google Chats,Completed,Raghav,Raghav,,VT,01/01/2024 - 31/12/2024,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Year End Account,2,37,47,0,0,0,0,84,32,116,Prepared sales list,11,18,3,CSV,,,,,
631,16 June 2025,16 June 2025,0.5,16 June 2025,0,,06/2025,E076/ANK/SC,Silan,Erken Consulting Ltd,11390840,5135028871,Google Chats,Completed,Raghav,Abhay,Raghav,VT,01/02/2025 - 31/03/2025,960.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.00,Year End Account,1,12,0,0,0,0,0,12,13,25,Prepared sales list,7,4,2,CSV,,,,,
632,16 June 2025,09 July 2025,2.5,11 July 2025,25,,06/2025,,Hilal,Kaptan Construction & Consultancy Limited,13266219,1717416915,Allocation group,Queries sent to CA,Abhay,Abhay,Sahil,QF,01/01/2024 - 31/12/2024,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Year End Account,1,254,0,0,0,0,0,254,101,355,,0,89,12,CSV,,,,,
633,16 June 2025,19 June 2025,,19 June 2025,3,,06/2025,,Darshana,Excellent Accessories Ltd,8796598,1819012973,Google Chats,Completed,Anamika,Anamika,,VT,01/03/2025 - 31/05/2025,563.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.40,VAT,1,126,,,,,,126,,,Prepared sales list,26,12,,CSV,,,,,
634,16 June 2025,16 June 2025,2,19 June 2025,3,,06/2025,G097/ANK/BB,Burcin,Gezgen Legal & Business Solutions Limited,13299138,1928315010,Allocation group,Under Review- UK,Momin,Momin,,QF,01/01/2024 - 31/12/2025,1080.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.00,Year End Account,3,234,1,2,0,0,0,237,73,310,Entered sale invoice,18,39,16,CSV,,,,,
635,17 June 2025,24 June 2025,,24 June 2025,7,,06/2025,,Darshana,DELIVERY EXPRESS24 LTD,12989225,8436127241,Google Chats,Completed,Anamika,Anamika,,QB,01/03/2025 - 31/05/2025,498.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.60,VAT,1,349,,,,,,,,,,,,,,,,,Thise client move to flat rate scheme from1/12/2024 ( no VAT to all expenses unless there are any exp over £2000.),
636,18 June 2025,18 June 2025,,18 June 2025,0,,06/2025,,Darshana,REF FINDER LTD,13299171,1005619050,Google Chats,Under Review- India,Anamika,Vishal,,VT,01/04/2024 - 31/12/2024,270.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00,Year End Account,1,69,0,0,0,0,0,69,0,69,0,0,0,0,CSV,,,,,
637,18 June 2025,14 July 2025,,14 July 2025,26,,06/2025,,Darshana,BASICLESS LTD,12743396,1637219921,Google Chats,Completed,Anamika,Anamika,,QB,01/01/2024 -31/12/2024,1137.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.60,Year End Account,1,24,,,,,,,,,,,12,,PDF,,,,,
638,18 June 2025,14 July 2025,,14 July 2025,26,,06/2025,,Darshana,Flipfit Ltd,13737811,6909713076,Google Chats,Queries sent to CA,Anamika,Anamika,,QB,01/12/2023 -31/11/2024,1317.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.60,Year End Account,1,321,0,0,0,0,0,321,,,,,12,,,,,,,
639,18 June 2025,4 July 2025,,7 July 2025,19,,06/2025,,Darshana,Sran Consultancy Ltd,11040414,7246923206,Google Chats,Queries sent to CA,Anamika,Raghav,,VT,01/08/2024 - 31/10/2024,329.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.40,,,,,,,,,,,,,,,,,,,,,
640,18 June 2025,28 June 2025,,28 June 2025,10,,06/2025,,Darshana,OXYGEN4LEADERSHIP LTD,13562229,1044019641,Google Chats,Completed,Anamika,Anamika,,QB,01/03/2025 - 31/05/2025,432.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.00,VAT,3,70,69,5,,,,144,,,,,66,,CSV,,,,,
641,18 June 2025,23 June 2025,,23 June 2025,5,,06/2025,,Darshana,BECON TECH LTD,13301823,7731916439,Google Chats,Completed,Anamika,Anamika,,QB,01/03/2025 - 31/05/2025,176.40,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.40,VAT,2,33,15,,,,,,,,,,6,,,,,,,
642,18 June 2025,26 June 2025,1,27 June 2025,9,,06/2025,,Darshana,BRANDNA LTD,11524860,8798214163,Google Chats,Completed,Anamika,Raghav,,VT,01/03/2025 - 31/05/2025,594.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.00,VAT,4,62,246,13,0,0,0,321,0,321,Prepared sales working,0,0,0,CSV,,,,,
643,18 June 2025,27 June 2025,,28 June 2025,10,,06/2025,,Darshana,EIGHT TWO STUDIO LTD,13902739,1807813530,Google Chats,Completed,Anamika,Anamika,,QB,01/03/2025 - 31/05/2025,401.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.40,VAT,1,159,,,,,,159,,,,3,36,,PDF,,,,,
644,18 June 2025,18 June 2025,,18 June 2025,0,,06/2025,M162,Gamze,Mental Sea Academy Ltd,15311831,1768801446,Google Chats,Under Review- UK,Sahil,Sahil,,QF,01/12/2024 - 31/05/2025,240.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.00,Management Accounts,1,90,0,0,0,0,0,90,114,204,0,67,41,6,CSV,,,,,
645,18 June 2025,18 June 2025,,19 June 2025,1,,06/2025,,Haci,Lilax Limited VAT,15477111,7258819522,Google Chats,Under Review- UK,Vishal,Vishal,,VT,01/03/2025 - 31/05/2025,1350.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.00,VAT,1,69,0,0,0,0,0,69,15,84,0,0,15,0,PDF,,,,,
646,18 June 2025,20 June 2025,,23 June 2025,5,,06/2025,,Haci,M.S.G IT and software consultancy ltd,11997800,6774028822,Google Chats,Under Review- UK,Vishal,Vishal,,VT,01/03/2025 - 31/05/2025,450.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.00,VAT,1,59,0,0,0,0,0,59,38,97,Entered sales invoices,4,31,3,"CSV, PDF",,,,,
647,17 June 2025,18 June 2025,1,19 June 2025,2,Yes,06/2025,,Jaleh,Dark Lusso Ltd.,13017793,,CA-Mail,Completed,Raghav,Raghav,,Excel ,01/03/2025 - 31/05/2025,Not found (Jaleh's client),,,,,,,,,,0.0,0.0,0.0,0.0,0.00,VAT,7,77,0,0,0,0,0,77,26,103,,0,26,0,PDF,,,,,
648,18 June 2025,26 June 2025,,26 June 2025,8,,06/2025,,Darshana,Bike Box Rental Limited,12188806,2021929308,Google Chats,Queries sent to CA,Anamika,Anamika,,QB,01/10/2023 - 30/09/2024,2001.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.60,Year End Account,3,265,762,84,,,,1111,,,,,,,,,,,,
649,19 June 2025,20 June 2025,,24 June 2025,5,,06/2025,,Hilal,Ozzy's Barber Ltd,10713274,9683220046,Allocation group,Under Review- UK,Abhay,Abhay,Sahil,VT,01/04/2024 - 31/03/2025,900.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00,Year End Account,1,179,0,0,0,0,0,179,26,205, ,,14,12,PDF,,,,,
650,20 June 2025,20 June 2025,,23 June 2025,3,,06/2025,,Gamze,Fashionably Digital Projects Limited,13061396,5767220467,Google Chats,Under Review- UK,Sahil,Sahil,,QF,01/04/2024 - 31/03/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,88,0,0,0,0,0,88,58,146,0,17,29,12,CSV,,,,,
651,20 June 2025,20 June 2025,1,20 June 2025,0,,06/2025,I066/NS/BB,Burcin,Idealb Consultancy Ltd,12397658,2105721589,Allocation group,Under Review- UK,Momin,Momin,,QF,01/07/2024 - 30/06/2025,840.00,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.00,Year End Account,1,27,0,0,0,0,0,27,89,116,Entered sales invoice,25,52,12,CSV,,,,,
652,23 June 2025,23 June 2025,1,23 June 2025,0,,06/2025,K147/BB,Burcin,4K Media Production Limited,14107096,8633617540,Allocation group,Under Review- UK,Momin,Momin,,VT,01/04/2024 - 31/03/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,40,0,0,0,0,0,40,27,67,Prepared sales list,6,9,12,CSV,,,,,
653,23 June 2025,24 June 2025,1,25 June 2025,2,,06/2025,R011/NS/BB,Burcin,Rabbit Consultancy Ltd,10481403,6332521801,Allocation group,Under Review- UK,Momin,Momin,,VT,01/04/2024 - 31/03/2025,720.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.00,Year End Account,1,129,0,0,0,0,0,129,87,216,Prepared sales list,2,73,12,CSV,,,,,
654,23 June 2025,23 June 2025,0.5,24 June 2025,1,Yes,06/2025,,Silan,Kepkep Design Ltd,11007774,2985714375,Allocation group,Completed,Raghav,Raghav,,VT,01/09/2023 - 31/08/2024,720.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.00,Year End Account,1,28,0,0,0,0,0,28,6,34,,0,6,0,CSV,,,,,
655,23 June 2025,24 June 2025,0.5,24 June 2025,1,,06/2025,,Silan,Cure Budget Business Limited,12108365,8355420827,Allocation group,Completed,Raghav,Raghav,,VT,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,65,0,0,0,0,0,65,13,78,,0,4,9,CSV,,,,,
656,23 June 2025,23 June 2025,,25 June 2025,2,,06/2025,,Bektas,Puzzle It Solutions Ltd ,11358491,6176417245,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/03/2025 - 31/05/2025,390.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.00,VAT,1,85,0,0,0,0,0,85,30,115,Entered sales invoice,3,24,3,CSV,,,,,
657,23 June 2025,24 June 2025,,26 June 2025,3,,06/2025,,Gamze,Bige Targit Ltd,12455219,1521929684,Google Chats,Under Review- UK,Sahil,Abhay,Sahil,QF,01/07/2024 - 31/06/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,165,0,0,0,0,0,165,82,247,,0,70,12,CSV,,,,,
658,23 June 2025,23 June 2025,,23 June 2025,0,,06/2025,,Darshana,TICINO ESTATES LTD,12194310,8780312698,Google Chats,Completed,Anamika,Anamika,,QB,01/10/2023 -30/09/2024,1641.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.60,Year End Account,1,90,,,,,,,,,,,,,,,,,,
659,24 June 2025,24 June 2025,0.5,24 June 2025,0,,06/2025,,Haci,C.A.G. Trading Limited,14543570,1935625639,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/03/2025 - 31/05/2025,540.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.00,VAT,1,49,0,0,0,0,0,49,6,55,,0,6,0,CSV,,,,,
660,24 June 2025,25 June 2025,0.5,25 June 2025,1,,06/2025,,Haci,Neptus Software Ltd,12291071,9359329493,Allocation group,Under Review- UK,Vishal,Vishal,,QF,01/03/2025 - 31/05/2025,405.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.00,VAT,1,13,0,0,0,0,0,13,9,22,,0,6,3,PDF,,,,,
661,25 June 2025,25 June 2025,1,25 June 2025,0,,06/2025,A231/ANK/BB,Burcin,Ast Coaching Limited,13877056,8772725410,Allocation group,Under Review- UK,Momin,Momin,,VT,01/10/2023 - 30/09/2024,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Year End Account,1,151,0,0,0,0,0,151,96,247,Prepare sales list,72,12,12,CSV,,,,,
662,25 June 2025,25 June 2025,,26 June 2025,1,,06/2025,,Gamze,Houf Games Limited,14828887,4736326096,Google Chats,Under Review- UK,Sahil,Sahil,,VT,01/05/2024 - 30/04/2025,0.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00,Year End Account,1,32,0,0,0,0,0,32,9,41,No Sales,0,9,0,CSV,,,,,
663,25 June 2025,27 June 2025,,27 June 2025,2,,06/2025,,Gamze,Gorab International Trading ltd,15735911,2029318290,Google Chats,Under Review- UK,Sahil,Sahil,,VT,22/05/2024 - 31/05/2025,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,240.00,Year End Account,2,26,2,0,0,0,0,28,12,40,Prepare sales list,11,1,0,PDF,,,,,
664,25 June 2025,25 June 2025,,01 July 2025,6,,06/2025,,Hilal,TRR Consultancy Limited,12095683,2199214156,Allocation group,Queries sent to CA,Abhay,Abhay,Sahil,VT,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Account,1,212,0,0,0,0,0,212,35,247,Prepare sales list,12,11,12,CSV,,,,,
